
972848395109978114,2018-03-11,pic.twitter.com/yc5Gd1Wqbd,0,12,11

972665933260099584,2018-03-10,pic.twitter.com/5Sw6NCgQGq,2,35,34

972625674652536833,2018-03-10,pic.twitter.com/ctcAbUNA1U,0,9,19

972586665146552320,2018-03-10,pic.twitter.com/h6jC92hHkN,0,6,15

972543887456776193,2018-03-10,pic.twitter.com/j2jEktk2GJ,2,50,62

972482233461301248,2018-03-10,pic.twitter.com/AEqKRmPuUf,1,18,21

972302286511734784,2018-03-09,pic.twitter.com/6a6InfbmZd,0,20,12

972221766042112000,2018-03-09,pic.twitter.com/A8HGR9hN2x,0,8,6

972122363251879936,2018-03-09,pic.twitter.com/v6i4OHycDz,2,46,39

971943718969372677,2018-03-08,pic.twitter.com/l9THqGHgux,1,68,90

971912220186677250,2018-03-08,pic.twitter.com/Y1LU8MEEkF,0,15,10

971856869319901185,2018-03-08,pic.twitter.com/dgZ4ilsRWy,0,23,22

971836731384360962,2018-03-08,pic.twitter.com/4TgDCwNQwU,0,7,9

971776363316371456,2018-03-08,pic.twitter.com/6Jr3I8atsO,0,11,17

971772556842848256,2018-03-08,pic.twitter.com/1Hj3idsuA0,0,15,7

971580032312381440,2018-03-07,pic.twitter.com/lJ5D4KMx6d,4,59,48

971461187136139264,2018-03-07,pic.twitter.com/6RVzqfc8bZ,0,15,14

971407171282911232,2018-03-07,pic.twitter.com/VlwSwd55IV,0,15,19

971184928166744064,2018-03-06,pic.twitter.com/Xir2gnDxPL,0,10,12

971129566738747392,2018-03-06,pic.twitter.com/0KiIJQZvW9,1,20,25

971116992768995329,2018-03-06,pic.twitter.com/4k0AJndAuA,0,4,4

970820037513793537,2018-03-05,pic.twitter.com/OkR3ADHF2Z,1,17,22

970768435159453698,2018-03-05,pic.twitter.com/VPlRXeH7Hb,1,18,16

970728210752266240,2018-03-05,pic.twitter.com/z7PQw9e3j9,1,24,19

970719369281097730,2018-03-05,pic.twitter.com/7ouz54W9dl,1,33,30

970029824256462856,2018-03-03,pic.twitter.com/UKOqLdRlHK,0,10,12

969987035913183234,2018-03-03,pic.twitter.com/fcGionki52,0,8,11

969979041871572993,2018-03-03,pic.twitter.com/0Xu9zYUl1q,0,22,32

969978299886616576,2018-03-03,pic.twitter.com/QWfiH5GBS2,1,12,13

969966942315581440,2018-03-03,pic.twitter.com/dPsEfxPmHB,0,7,7

969964769212973056,2018-03-03,pic.twitter.com/Pc8zx0B2MH,1,8,9

969957113957986304,2018-03-03,pic.twitter.com/rbaRxrjS6w,0,2,1

969956513115619333,2018-03-03,pic.twitter.com/6vkTp2lucn,0,4,7

969954334023839745,2018-03-03,pic.twitter.com/XjwU7oirH9,0,4,4

969935555151745025,2018-03-03,pic.twitter.com/UT2a2h3NO3,0,6,8

969715084778860545,2018-03-02,pic.twitter.com/u4GPmw8YxL,0,5,3

969711674474217472,2018-03-02,pic.twitter.com/KRCkkg7PQU,0,5,4

969709546078855168,2018-03-02,pic.twitter.com/gPb9aiu8C1,0,2,5

969708818681683968,2018-03-02,pic.twitter.com/9XXmNN4aYZ,0,8,9

969696372181164034,2018-03-02,pic.twitter.com/sNebzXPwRJ,0,11,7

969688836187009024,2018-03-02,pic.twitter.com/bh7NQlSJ5Z,0,2,3

969680017788727298,2018-03-02,pic.twitter.com/XGq76dVGs1,0,1,2

969676237923864576,2018-03-02,pic.twitter.com/Np0h8eJP5R,0,2,5

969670250596794368,2018-03-02,pic.twitter.com/ixOCxPMsCd,0,4,4

969667525276561408,2018-03-02,pic.twitter.com/Z8tfNvgc0y,0,2,2

969665529152770048,2018-03-02,pic.twitter.com/bIVHO6G18P,0,2,3

969663128492498944,2018-03-02,pic.twitter.com/FrVgo0brAe,0,2,3

969659895103606784,2018-03-02,pic.twitter.com/tkmwfLR1Vc,0,10,12

969648529458319367,2018-03-02,pic.twitter.com/pEtSPUIzDQ,0,5,2

969648247005261824,2018-03-02,pic.twitter.com/gca9Z4OW7K,0,1,5

969644522559832064,2018-03-02,pic.twitter.com/XwZP76lovq,0,3,2

969638797628530688,2018-03-02,pic.twitter.com/sgRVwL3rCW,0,4,5

969637059475329024,2018-03-02,pic.twitter.com/xCQKyTyQfH,0,9,7

969630133207285760,2018-03-02,pic.twitter.com/t25RDWL1D7,0,1,4

969629694055370752,2018-03-02,pic.twitter.com/6BRH53kr6H,0,8,13

969624451099762689,2018-03-02,pic.twitter.com/GqIYHvh6Xg,0,7,8

969620781712924672,2018-03-02,pic.twitter.com/cslZeVjTmw,0,3,3

969617920253870081,2018-03-02,pic.twitter.com/cxn20PGm0e,1,2,5

969608321253613568,2018-03-02,pic.twitter.com/Q8rZqU3nuu,0,12,8

969599494219321344,2018-03-02,pic.twitter.com/s05O8cwAv7,0,6,6

969589005854666753,2018-03-02,pic.twitter.com/CTiqnAfKNN,0,9,9

969404447225937925,2018-03-01,pic.twitter.com/5tqwB5qm9O,0,7,13

969404038390435840,2018-03-01,pic.twitter.com/Vu4ZLxNC7e,0,11,20

969341168151535616,2018-03-01,pic.twitter.com/Ys1aqzCryE,0,27,31

969335681909706757,2018-03-01,pic.twitter.com/tbDdn1UOrs,0,3,5

969327703538257921,2018-03-01,pic.twitter.com/IKhAhI7IHa,0,4,7

969272791001317376,2018-03-01,pic.twitter.com/Vl4V7Ola4y,0,6,6

969269820490506242,2018-03-01,pic.twitter.com/4E4TjvnOjT,0,5,14

969264359389057025,2018-03-01,pic.twitter.com/rBO9qarm0d,0,11,6

969216962281828353,2018-03-01,pic.twitter.com/4B8FTxBdJL,0,17,20

969049321390841856,2018-02-28,pic.twitter.com/XdTwTr1ith,1,26,29

